size,k,model,layers,neurons,dropout,test_mape
100,2,FCNNSmall,3,100,0.01,1.81743323802948
100,2,FCNNSmall,3,100,0.1,1.9156736135482788
100,2,FCNNSmall,4,5,0.0,3.218141555786133
100,2,FCNNSmall,4,5,0.01,2.4094154834747314
100,2,FCNNSmall,4,5,0.1,5.438927173614502
100,2,FCNNSmall,4,25,0.0,1.7959426641464233
100,2,FCNNSmall,4,25,0.01,1.8389949798583984
100,2,FCNNSmall,4,25,0.1,3.7127737998962402
100,2,FCNNSmall,4,100,0.0,1.8372302055358887
100,2,FCNNSmall,4,100,0.01,1.8349496126174927
100,2,FCNNSmall,4,100,0.1,3.5998260974884033
100,2,FCNNSmall,5,5,0.0,2.0565192699432373
100,2,FCNNSmall,5,5,0.01,2.212214469909668
100,2,FCNNSmall,5,5,0.1,9.618871688842773
100,2,FCNNSmall,5,25,0.0,1.8005114793777466
100,2,FCNNSmall,5,25,0.01,1.8485898971557617
100,2,FCNNSmall,5,25,0.1,7.050285816192627
100,2,FCNNSmall,5,100,0.0,1.8237013816833496
100,2,FCNNSmall,5,100,0.01,1.8696820735931396
100,2,FCNNSmall,5,100,0.1,5.477663040161133
100,2,FCNNSmall,6,5,0.0,2.0360422134399414
100,2,FCNNSmall,6,5,0.01,2.3502559661865234
100,2,FCNNSmall,6,5,0.1,11.580904960632324
100,2,FCNNSmall,6,25,0.0,1.779724359512329
100,2,FCNNSmall,6,25,0.01,1.867503046989441
100,2,FCNNSmall,6,25,0.1,8.771848678588867
100,2,FCNNSmall,6,100,0.0,1.8134112358093262
100,2,FCNNSmall,6,100,0.01,1.8844780921936035
100,2,FCNNSmall,6,100,0.1,6.900436878204346
100,2,PCNNSmall,3,5,0.0,1.9041293859481812
100,2,PCNNSmall,3,5,0.01,2.06653094291687
100,2,PCNNSmall,3,5,0.1,3.0113019943237305
100,2,PCNNSmall,3,25,0.0,1.8910119533538818
100,2,PCNNSmall,3,25,0.01,1.8281371593475342
100,2,PCNNSmall,3,25,0.1,2.182591676712036
100,2,PCNNSmall,3,100,0.0,1.8302431106567383
100,2,PCNNSmall,3,100,0.01,1.843185305595398
100,2,PCNNSmall,3,100,0.1,1.8865996599197388
100,2,PCNNSmall,4,5,0.0,1.889740228652954
100,2,PCNNSmall,4,5,0.01,2.4199719429016113
100,2,PCNNSmall,4,5,0.1,4.940801620483398
100,2,PCNNSmall,4,25,0.0,1.7851791381835938
100,2,PCNNSmall,4,25,0.01,1.8124982118606567
100,2,PCNNSmall,4,25,0.1,2.2556378841400146
100,2,PCNNSmall,4,100,0.0,1.825661063194275
100,2,PCNNSmall,4,100,0.01,1.8070180416107178
100,2,PCNNSmall,4,100,0.1,1.9651755094528198
100,2,PCNNSmall,5,5,0.0,1.8203181028366089
100,2,PCNNSmall,5,5,0.01,2.251168727874756
100,2,PCNNSmall,5,5,0.1,6.201918601989746
100,2,PCNNSmall,5,25,0.0,1.7890573740005493
100,2,PCNNSmall,5,25,0.01,1.823505163192749
100,2,PCNNSmall,5,25,0.1,4.628805160522461
100,2,PCNNSmall,5,100,0.0,1.7897039651870728
100,2,PCNNSmall,5,100,0.01,1.8173154592514038
100,2,PCNNSmall,5,100,0.1,2.6812801361083984
100,2,PCNNSmall,6,5,0.0,1.8782788515090942
100,2,PCNNSmall,6,5,0.01,2.197678804397583
100,2,PCNNSmall,6,5,0.1,10.869848251342773
100,2,PCNNSmall,6,25,0.0,1.7825242280960083
100,2,PCNNSmall,6,25,0.01,1.8077430725097656
100,2,PCNNSmall,6,25,0.1,6.494523048400879
100,2,PCNNSmall,6,100,0.0,1.7972217798233032
100,2,PCNNSmall,6,100,0.01,1.8396170139312744
100,2,PCNNSmall,6,100,0.1,3.5282328128814697
100,2,FCNNLarge,3,5,0.0,1.2810019254684448
100,2,FCNNLarge,3,5,0.01,1.563923716545105
100,2,FCNNLarge,3,5,0.1,2.715874433517456
100,2,FCNNLarge,3,25,0.0,1.0564720630645752
100,2,FCNNLarge,3,25,0.01,1.1060760021209717
100,2,FCNNLarge,3,25,0.1,1.3432788848876953
100,2,FCNNLarge,3,100,0.0,1.0621498823165894
100,2,FCNNLarge,3,100,0.01,1.0560566186904907
100,2,FCNNLarge,3,100,0.1,1.197937250137329
100,2,FCNNLarge,4,5,0.0,1.8399494886398315
100,2,FCNNLarge,4,5,0.01,1.954358696937561
100,2,FCNNLarge,4,5,0.1,5.476936340332031
100,2,FCNNLarge,4,25,0.0,1.033416986465454
100,2,FCNNLarge,4,25,0.01,1.0676178932189941
100,2,FCNNLarge,4,25,0.1,3.3207504749298096
100,2,FCNNLarge,4,100,0.0,1.051076889038086
100,2,FCNNLarge,4,100,0.01,1.0386232137680054
100,2,FCNNLarge,4,100,0.1,2.591491222381592
100,2,FCNNLarge,5,5,0.0,1.0880545377731323
100,2,FCNNLarge,5,5,0.01,1.4013996124267578
100,2,FCNNLarge,5,5,0.1,8.511269569396973
100,2,FCNNLarge,5,25,0.0,1.0223913192749023
100,2,FCNNLarge,5,25,0.01,1.0794342756271362
100,2,FCNNLarge,5,25,0.1,8.915186882019043
100,2,FCNNLarge,5,100,0.0,1.0401264429092407
100,2,FCNNLarge,5,100,0.01,1.1092559099197388
100,2,FCNNLarge,5,100,0.1,6.15602445602417
100,2,FCNNLarge,6,5,0.0,1.088484525680542
100,2,FCNNLarge,6,5,0.01,1.5632978677749634
100,2,FCNNLarge,6,5,0.1,11.128565788269043
100,2,FCNNLarge,6,25,0.0,1.0263361930847168
100,2,FCNNLarge,6,25,0.01,1.196962833404541
100,2,FCNNLarge,6,25,0.1,9.03018569946289
100,2,FCNNLarge,6,100,0.0,1.0375926494598389
100,2,FCNNLarge,6,100,0.01,1.2320886850357056
100,2,FCNNLarge,6,100,0.1,7.619252681732178
100,2,PCNNLarge,3,5,0.0,1.3130683898925781
100,2,PCNNLarge,3,5,0.01,1.5176960229873657
100,2,PCNNLarge,3,5,0.1,2.4224774837493896
100,2,PCNNLarge,3,25,0.0,1.107668161392212
100,2,PCNNLarge,3,25,0.01,1.1964527368545532
100,2,PCNNLarge,3,25,0.1,1.6699066162109375
100,2,PCNNLarge,3,100,0.0,1.0681060552597046
100,2,PCNNLarge,3,100,0.01,1.045521855354309
100,2,PCNNLarge,3,100,0.1,1.211715579032898
100,2,PCNNLarge,4,5,0.0,1.257218360900879
100,2,PCNNLarge,4,5,0.01,1.4219202995300293
100,2,PCNNLarge,4,5,0.1,3.069819688796997
100,2,PCNNLarge,4,25,0.0,1.0583641529083252
100,2,PCNNLarge,4,25,0.01,1.0531219244003296
100,2,PCNNLarge,4,25,0.1,2.1932597160339355
100,2,PCNNLarge,4,100,0.0,1.015616536140442
100,2,PCNNLarge,4,100,0.01,1.0160470008850098
100,2,PCNNLarge,4,100,0.1,1.572138786315918
100,2,PCNNLarge,5,5,0.0,1.0303062200546265
100,2,PCNNLarge,5,5,0.01,1.526378870010376
100,2,PCNNLarge,5,5,0.1,7.735832691192627
100,2,PCNNLarge,5,25,0.0,0.9985043406486511
100,2,PCNNLarge,5,25,0.01,1.0933994054794312
100,2,PCNNLarge,5,25,0.1,3.3767220973968506
100,2,PCNNLarge,5,100,0.0,1.0006555318832397
100,2,PCNNLarge,5,100,0.01,1.0633394718170166
100,2,PCNNLarge,5,100,0.1,2.9406187534332275
100,2,PCNNLarge,6,5,0.0,1.126023292541504
100,2,PCNNLarge,6,5,0.01,1.6529966592788696
100,2,PCNNLarge,6,5,0.1,7.671162128448486
100,2,PCNNLarge,6,25,0.0,1.0154229402542114
100,2,PCNNLarge,6,25,0.01,1.265805721282959
100,2,PCNNLarge,6,25,0.1,8.19416618347168
100,2,PCNNLarge,6,100,0.0,1.0015331506729126
100,2,PCNNLarge,6,100,0.01,1.1534556150436401
100,2,PCNNLarge,6,100,0.1,3.513916254043579
100,5,FCNNSmall,3,5,0.0,3.028775930404663
100,5,FCNNSmall,3,5,0.01,2.436213970184326
100,5,FCNNSmall,3,5,0.1,3.3073270320892334
100,5,FCNNSmall,3,25,0.0,1.7589205503463745
100,5,FCNNSmall,3,25,0.01,1.9664477109909058
100,5,FCNNSmall,3,25,0.1,2.1247594356536865
100,5,FCNNSmall,3,100,0.0,1.7443671226501465
100,5,FCNNSmall,3,100,0.01,1.7010587453842163
100,5,FCNNSmall,3,100,0.1,1.9177693128585815
100,5,FCNNSmall,4,5,0.0,2.028449535369873
100,5,FCNNSmall,4,5,0.01,2.06390643119812
100,5,FCNNSmall,4,5,0.1,6.8462653160095215
100,5,FCNNSmall,4,25,0.0,1.6762986183166504
100,5,FCNNSmall,4,25,0.01,1.7416006326675415
100,5,FCNNSmall,4,25,0.1,4.009183406829834
100,5,FCNNSmall,4,100,0.0,1.6831305027008057
100,5,FCNNSmall,4,100,0.01,1.6982533931732178
100,5,FCNNSmall,4,100,0.1,3.047106981277466
100,5,FCNNSmall,5,5,0.0,1.9039164781570435
100,5,FCNNSmall,5,5,0.01,2.1041007041931152
100,5,FCNNSmall,5,5,0.1,9.972250938415527
100,5,FCNNSmall,5,25,0.0,1.656596064567566
100,5,FCNNSmall,5,25,0.01,1.7785083055496216
100,5,FCNNSmall,5,25,0.1,8.360855102539062
100,5,FCNNSmall,5,100,0.0,1.6812866926193237
100,5,FCNNSmall,5,100,0.01,1.7427542209625244
100,5,FCNNSmall,5,100,0.1,5.7228474617004395
100,5,FCNNSmall,6,5,0.0,1.8470052480697632
100,5,FCNNSmall,6,5,0.01,1.9301847219467163
100,5,FCNNSmall,6,5,0.1,11.195839881896973
100,5,FCNNSmall,6,25,0.0,1.670206904411316
100,5,FCNNSmall,6,25,0.01,1.7530574798583984
100,5,FCNNSmall,6,25,0.1,9.36507797241211
100,5,FCNNSmall,6,100,0.0,1.694251298904419
100,5,FCNNSmall,6,100,0.01,1.8301271200180054
100,5,FCNNSmall,6,100,0.1,7.898123264312744
100,5,PCNNSmall,3,5,0.0,1.9522745609283447
100,5,PCNNSmall,3,5,0.01,1.9398866891860962
100,5,PCNNSmall,3,5,0.1,2.8601863384246826
100,5,PCNNSmall,3,25,0.0,1.750709891319275
100,5,PCNNSmall,3,25,0.01,1.746886968612671
100,5,PCNNSmall,3,25,0.1,2.1762540340423584
100,5,PCNNSmall,3,100,0.0,1.7061766386032104
100,5,PCNNSmall,3,100,0.01,1.7331992387771606
100,5,PCNNSmall,3,100,0.1,1.797338843345642
100,5,PCNNSmall,4,5,0.0,1.7757939100265503
100,5,PCNNSmall,4,5,0.01,2.425673007965088
100,5,PCNNSmall,4,5,0.1,6.350086212158203
100,5,PCNNSmall,4,25,0.0,1.6631951332092285
100,5,PCNNSmall,4,25,0.01,1.670101523399353
100,5,PCNNSmall,4,25,0.1,2.263446092605591
100,5,PCNNSmall,4,100,0.0,1.685485601425171
100,5,PCNNSmall,4,100,0.01,1.681188702583313
100,5,PCNNSmall,4,100,0.1,2.002333879470825
100,5,PCNNSmall,5,5,0.0,1.769264817237854
100,5,PCNNSmall,5,5,0.01,1.8467940092086792
100,5,PCNNSmall,5,5,0.1,7.518134593963623
100,5,PCNNSmall,5,25,0.0,1.6675848960876465
100,5,PCNNSmall,5,25,0.01,1.7093549966812134
100,5,PCNNSmall,5,25,0.1,4.1467766761779785
100,5,PCNNSmall,5,100,0.0,1.6698931455612183
100,5,PCNNSmall,5,100,0.01,1.6763675212860107
100,5,PCNNSmall,5,100,0.1,3.8453004360198975
100,5,PCNNSmall,6,5,0.0,1.7056418657302856
100,5,PCNNSmall,6,5,0.01,2.342996835708618
100,5,PCNNSmall,6,5,0.1,12.381882667541504
100,5,PCNNSmall,6,25,0.0,1.6597052812576294
100,5,PCNNSmall,6,25,0.01,1.679577112197876
100,5,PCNNSmall,6,25,0.1,7.732288837432861
100,5,PCNNSmall,6,100,0.0,1.672149419784546
100,5,PCNNSmall,6,100,0.01,1.7330931425094604
100,5,PCNNSmall,6,100,0.1,3.9628992080688477
100,5,FCNNLarge,3,5,0.0,2.1046712398529053
100,5,FCNNLarge,3,5,0.01,1.6068809032440186
100,5,FCNNLarge,3,5,0.1,2.784060001373291
100,5,FCNNLarge,3,25,0.0,1.0544133186340332
100,5,FCNNLarge,3,25,0.01,1.1309136152267456
100,5,FCNNLarge,3,25,0.1,1.3806689977645874
100,5,FCNNLarge,3,100,0.0,1.0843455791473389
100,5,FCNNLarge,3,100,0.01,1.0613561868667603
100,5,FCNNLarge,3,100,0.1,1.1650927066802979
100,5,FCNNLarge,4,5,0.0,2.617151975631714
100,5,FCNNLarge,4,5,0.01,2.0795843601226807
100,5,FCNNLarge,4,5,0.1,7.605165004730225
100,5,FCNNLarge,4,25,0.0,1.0374236106872559
100,5,FCNNLarge,4,25,0.01,1.0737249851226807
100,5,FCNNLarge,4,25,0.1,3.577448844909668
100,5,FCNNLarge,4,100,0.0,1.0281755924224854
100,5,FCNNLarge,4,100,0.01,1.0288879871368408
100,5,FCNNLarge,4,100,0.1,2.37766695022583
100,5,FCNNLarge,5,5,0.0,1.2040901184082031
100,5,FCNNLarge,5,5,0.01,1.3366446495056152
100,5,FCNNLarge,5,5,0.1,8.209399223327637
100,5,FCNNLarge,5,25,0.0,1.0161288976669312
100,5,FCNNLarge,5,25,0.01,1.1016517877578735
100,5,FCNNLarge,5,25,0.1,8.400344848632812
100,5,FCNNLarge,5,100,0.0,1.024114966392517
100,5,FCNNLarge,5,100,0.01,1.1246432065963745
100,5,FCNNLarge,5,100,0.1,6.19341516494751
100,5,FCNNLarge,6,5,0.0,1.0610888004302979
100,5,FCNNLarge,6,5,0.01,1.3454455137252808
100,5,FCNNLarge,6,5,0.1,10.487168312072754
100,5,FCNNLarge,6,25,0.0,1.0317847728729248
100,5,FCNNLarge,6,25,0.01,1.2764650583267212
100,5,FCNNLarge,6,25,0.1,9.345755577087402
100,5,FCNNLarge,6,100,0.0,1.0242860317230225
100,5,FCNNLarge,6,100,0.01,1.1943479776382446
100,5,FCNNLarge,6,100,0.1,7.304702281951904
100,5,PCNNLarge,3,5,0.0,1.3069456815719604
100,5,PCNNLarge,3,5,0.01,1.4775868654251099
100,5,PCNNLarge,3,5,0.1,2.4753315448760986
100,5,PCNNLarge,3,25,0.0,1.0548138618469238
100,5,PCNNLarge,3,25,0.01,1.1687278747558594
100,5,PCNNLarge,3,25,0.1,1.7066233158111572
100,5,PCNNLarge,3,100,0.0,1.0306686162948608
100,5,PCNNLarge,3,100,0.01,1.039806842803955
100,5,PCNNLarge,3,100,0.1,1.2163877487182617
100,5,PCNNLarge,4,5,0.0,1.2450884580612183
100,5,PCNNLarge,4,5,0.01,1.461157202720642
100,5,PCNNLarge,4,5,0.1,3.968806028366089
100,5,PCNNLarge,4,25,0.0,0.998206615447998
100,5,PCNNLarge,4,25,0.01,1.0290606021881104
100,5,PCNNLarge,4,25,0.1,2.539330244064331
100,5,PCNNLarge,4,100,0.0,1.0146840810775757
100,5,PCNNLarge,4,100,0.01,1.014420747756958
100,5,PCNNLarge,4,100,0.1,1.6398351192474365
100,5,PCNNLarge,5,5,0.0,1.0752359628677368
100,5,PCNNLarge,5,5,0.01,1.4574311971664429
100,5,PCNNLarge,5,5,0.1,7.069704532623291
100,5,PCNNLarge,5,25,0.0,0.9919954538345337
100,5,PCNNLarge,5,25,0.01,1.1246764659881592
100,5,PCNNLarge,5,25,0.1,4.5500688552856445
100,5,PCNNLarge,5,100,0.0,1.0057973861694336
100,5,PCNNLarge,5,100,0.01,1.0601623058319092
100,5,PCNNLarge,5,100,0.1,3.658973455429077
100,5,PCNNLarge,6,5,0.0,1.2648189067840576
100,5,PCNNLarge,6,5,0.01,1.7275810241699219
100,5,PCNNLarge,6,5,0.1,7.588282108306885
100,5,PCNNLarge,6,25,0.0,1.007532000541687
100,5,PCNNLarge,6,25,0.01,1.3046354055404663
100,5,PCNNLarge,6,25,0.1,8.249239921569824
100,5,PCNNLarge,6,100,0.0,0.9987230896949768
100,5,PCNNLarge,6,100,0.01,1.1080350875854492
100,5,PCNNLarge,6,100,0.1,3.8617560863494873
100,10,FCNNSmall,3,5,0.0,2.888326406478882
100,10,FCNNSmall,3,5,0.01,2.308081865310669
100,10,FCNNSmall,3,5,0.1,4.272830963134766
100,10,FCNNSmall,3,25,0.0,1.70941162109375
100,10,FCNNSmall,3,25,0.01,1.841625452041626
100,10,FCNNSmall,3,25,0.1,2.4417824745178223
100,10,FCNNSmall,3,100,0.0,1.6637216806411743
100,10,FCNNSmall,3,100,0.01,1.764831304550171
100,10,FCNNSmall,3,100,0.1,1.9602556228637695
100,10,FCNNSmall,4,5,0.0,1.8983018398284912
100,10,FCNNSmall,4,5,0.01,2.729557991027832
100,10,FCNNSmall,4,5,0.1,5.98634147644043
100,10,FCNNSmall,4,25,0.0,1.6354587078094482
100,10,FCNNSmall,4,25,0.01,1.742812991142273
100,10,FCNNSmall,4,25,0.1,4.4211320877075195
100,10,FCNNSmall,4,100,0.0,1.6295775175094604
100,10,FCNNSmall,4,100,0.01,1.6516515016555786
100,10,FCNNSmall,4,100,0.1,4.248878002166748
100,10,FCNNSmall,5,5,0.0,1.9012261629104614
100,10,FCNNSmall,5,5,0.01,1.975762128829956
100,10,FCNNSmall,5,5,0.1,8.821914672851562
100,10,FCNNSmall,5,25,0.0,1.6148645877838135
100,10,FCNNSmall,5,25,0.01,1.7349731922149658
100,10,FCNNSmall,5,25,0.1,6.189394474029541
100,10,FCNNSmall,5,100,0.0,1.63515305519104
100,10,FCNNSmall,5,100,0.01,1.6382654905319214
100,10,FCNNSmall,5,100,0.1,7.112998008728027
100,10,FCNNSmall,6,5,0.0,1.6894081830978394
100,10,FCNNSmall,6,5,0.01,2.272139072418213
100,10,FCNNSmall,6,5,0.1,9.740742683410645
100,10,FCNNSmall,6,25,0.0,1.617537021636963
100,10,FCNNSmall,6,25,0.01,1.7061269283294678
100,10,FCNNSmall,6,25,0.1,11.471879959106445
100,10,FCNNSmall,6,100,0.0,1.6267225742340088
100,10,FCNNSmall,6,100,0.01,1.7592980861663818
100,10,FCNNSmall,6,100,0.1,9.262493133544922
100,10,PCNNSmall,3,5,0.0,1.8267971277236938
100,10,PCNNSmall,3,5,0.01,1.8020045757293701
100,10,PCNNSmall,3,5,0.1,2.829824209213257
100,10,PCNNSmall,3,25,0.0,1.660821557044983
100,10,PCNNSmall,3,25,0.01,1.6300431489944458
100,10,PCNNSmall,3,25,0.1,2.1467344760894775
100,10,PCNNSmall,3,100,0.0,1.644432783126831
100,10,PCNNSmall,3,100,0.01,1.6565029621124268
100,10,PCNNSmall,3,100,0.1,1.7840875387191772
100,10,PCNNSmall,4,5,0.0,2.0244014263153076
100,10,PCNNSmall,4,5,0.01,2.3587448596954346
100,10,PCNNSmall,4,5,0.1,4.8168463706970215
100,10,PCNNSmall,4,25,0.0,1.5882760286331177
100,10,PCNNSmall,4,25,0.01,1.6072794198989868
100,10,PCNNSmall,4,25,0.1,2.8625996112823486
100,10,PCNNSmall,4,100,0.0,1.6191530227661133
100,10,PCNNSmall,4,100,0.01,1.601015329360962
100,10,PCNNSmall,4,100,0.1,1.8816922903060913
100,10,PCNNSmall,5,5,0.0,1.6831897497177124
100,10,PCNNSmall,5,5,0.01,2.089470624923706
100,10,PCNNSmall,5,5,0.1,6.529133319854736
100,10,PCNNSmall,5,25,0.0,1.5933119058609009
100,10,PCNNSmall,5,25,0.01,1.6337134838104248
100,10,PCNNSmall,5,25,0.1,4.569785118103027
100,10,PCNNSmall,5,100,0.0,1.5929142236709595
100,10,PCNNSmall,5,100,0.01,1.5820006132125854
100,10,PCNNSmall,5,100,0.1,4.298484802246094
100,10,PCNNSmall,6,5,0.0,1.70231032371521
100,10,PCNNSmall,6,5,0.01,2.0301854610443115
100,10,PCNNSmall,6,5,0.1,11.926965713500977
100,10,PCNNSmall,6,25,0.0,1.5885616540908813
100,10,PCNNSmall,6,25,0.01,1.6471461057662964
100,10,PCNNSmall,6,25,0.1,7.952301979064941
100,10,PCNNSmall,6,100,0.0,1.5895384550094604
100,10,PCNNSmall,6,100,0.01,1.6474698781967163
100,10,PCNNSmall,6,100,0.1,5.1819539070129395
100,10,FCNNLarge,3,5,0.0,2.143094539642334
100,10,FCNNLarge,3,5,0.01,1.6512385606765747
100,10,FCNNLarge,3,5,0.1,3.974944829940796
100,10,FCNNLarge,3,25,0.0,1.0589998960494995
100,10,FCNNLarge,3,25,0.01,1.1320570707321167
100,10,FCNNLarge,3,25,0.1,1.6279942989349365
100,10,FCNNLarge,3,100,0.0,1.058690071105957
100,10,FCNNLarge,3,100,0.01,1.0667415857315063
100,10,FCNNLarge,3,100,0.1,1.2634592056274414
100,10,FCNNLarge,4,5,0.0,1.2339072227478027
100,10,FCNNLarge,4,5,0.01,2.096663475036621
100,10,FCNNLarge,4,5,0.1,6.563229560852051
100,10,FCNNLarge,4,25,0.0,1.0317052602767944
100,10,FCNNLarge,4,25,0.01,1.0969949960708618
100,10,FCNNLarge,4,25,0.1,3.6135048866271973
100,10,FCNNLarge,4,100,0.0,1.0258171558380127
100,10,FCNNLarge,4,100,0.01,1.0457419157028198
100,10,FCNNLarge,4,100,0.1,2.70623779296875
100,10,FCNNLarge,5,5,0.0,2.5724706649780273
100,10,FCNNLarge,5,5,0.01,1.3215522766113281
100,10,FCNNLarge,5,5,0.1,8.298433303833008
100,10,FCNNLarge,5,25,0.0,1.0272562503814697
100,10,FCNNLarge,5,25,0.01,1.1021993160247803
100,10,FCNNLarge,5,25,0.1,9.374322891235352
100,10,FCNNLarge,5,100,0.0,1.0209194421768188
100,10,FCNNLarge,5,100,0.01,1.1534291505813599
100,10,FCNNLarge,5,100,0.1,6.961853504180908
100,10,FCNNLarge,6,5,0.0,1.0768613815307617
100,10,FCNNLarge,6,5,0.01,1.3632816076278687
100,10,FCNNLarge,6,5,0.1,9.954380989074707
100,10,FCNNLarge,6,25,0.0,1.0304076671600342
100,10,FCNNLarge,6,25,0.01,1.2319409847259521
100,10,FCNNLarge,6,25,0.1,9.872854232788086
100,10,FCNNLarge,6,100,0.0,1.0299023389816284
100,10,FCNNLarge,6,100,0.01,1.1866463422775269
100,10,FCNNLarge,6,100,0.1,7.307920932769775
100,10,PCNNLarge,3,5,0.0,1.2354201078414917
100,10,PCNNLarge,3,5,0.01,1.471959114074707
100,10,PCNNLarge,3,5,0.1,2.737499713897705
100,10,PCNNLarge,3,25,0.0,1.0914949178695679
100,10,PCNNLarge,3,25,0.01,1.1567364931106567
100,10,PCNNLarge,3,25,0.1,1.627526879310608
100,10,PCNNLarge,3,100,0.0,1.0765987634658813
100,10,PCNNLarge,3,100,0.01,1.0434490442276
100,10,PCNNLarge,3,100,0.1,1.2235157489776611
100,10,PCNNLarge,4,5,0.0,1.2223759889602661
100,10,PCNNLarge,4,5,0.01,1.6343833208084106
100,10,PCNNLarge,4,5,0.1,3.569906234741211
100,10,PCNNLarge,4,25,0.0,1.0011160373687744
100,10,PCNNLarge,4,25,0.01,1.0579110383987427
100,10,PCNNLarge,4,25,0.1,2.72579026222229
100,10,PCNNLarge,4,100,0.0,1.005207896232605
100,10,PCNNLarge,4,100,0.01,1.0129295587539673
100,10,PCNNLarge,4,100,0.1,1.946537733078003
100,10,PCNNLarge,5,5,0.0,1.0476418733596802
100,10,PCNNLarge,5,5,0.01,1.3780804872512817
100,10,PCNNLarge,5,5,0.1,9.114744186401367
100,10,PCNNLarge,5,25,0.0,0.9998295307159424
100,10,PCNNLarge,5,25,0.01,1.0992765426635742
100,10,PCNNLarge,5,25,0.1,5.066814422607422
100,10,PCNNLarge,5,100,0.0,0.9895527362823486
100,10,PCNNLarge,5,100,0.01,1.0170190334320068
100,10,PCNNLarge,5,100,0.1,4.322850227355957
100,10,PCNNLarge,6,5,0.0,1.2361208200454712
100,10,PCNNLarge,6,5,0.01,1.6695265769958496
100,10,PCNNLarge,6,5,0.1,9.379179000854492
100,10,PCNNLarge,6,25,0.0,0.9999310970306396
100,10,PCNNLarge,6,25,0.01,1.2763632535934448
100,10,PCNNLarge,6,25,0.1,7.993079662322998
100,10,PCNNLarge,6,100,0.0,1.0036652088165283
100,10,PCNNLarge,6,100,0.01,1.0892654657363892
100,10,PCNNLarge,6,100,0.1,4.317546844482422
